year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,9,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2204.00,280.00,61.70,17.36,88.36,0.00,112.57,40.00,4.00,24383.00,7840.00,2297.00,3690.00,0.00,10556.00
2024,9,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",709.00,159.00,63.21,3.02,35.25,0.07,57.46,4.00,0.00,11435.00,5343.00,238.00,1327.00,6.00,4521.00
2024,9,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",138.00,37.00,10.67,1.63,18.47,0.00,6.23,2.00,1.00,1859.00,606.00,135.00,907.00,0.00,211.00
2024,9,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",276.00,57.00,26.27,0.98,18.84,0.00,10.91,0.00,1.00,3588.00,1981.00,40.00,657.00,0.00,910.00
2024,9,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19151.00,2429.00,709.98,122.72,690.90,0.68,904.72,101.00,30.00,163868.00,68972.00,12036.00,26112.00,32.00,56716.00
2024,9,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1071.00,348.00,68.57,7.06,127.52,0.00,144.85,34.00,2.00,22058.00,5523.00,684.00,4820.00,0.00,11031.00
2024,9,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10.00,1.00,0.00,0.00,0.44,0.00,0.56,0.00,0.00,55.00,0.00,0.00,24.00,0.00,31.00
2024,9,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",739.00,148.00,31.84,8.88,84.65,1.49,21.14,35.00,1.00,10021.00,2547.00,666.00,4349.00,76.00,2383.00
2024,9,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",214.00,45.00,14.28,3.56,15.23,0.00,11.93,5.00,2.00,4432.00,611.00,510.00,478.00,0.00,2833.00
2024,9,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",514.00,84.00,54.61,18.65,10.74,0.00,0.00,6.00,3.00,6621.00,4726.00,1326.00,569.00,0.00,0.00
2024,9,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",681.00,148.00,49.45,4.80,51.58,0.00,42.18,7.00,2.00,9197.00,3085.00,675.00,2385.00,0.00,3052.00
2024,9,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2454.00,311.00,88.00,9.65,105.02,0.60,107.73,16.00,4.00,15501.00,4545.00,744.00,4898.00,12.00,5302.00
2024,9,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57.00,6.00,2.85,0.00,1.77,0.00,1.38,1.00,0.00,376.00,109.00,0.00,57.00,0.00,210.00
2024,9,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",87.00,12.00,3.15,0.94,4.53,0.00,3.38,2.00,0.00,706.00,136.00,117.00,177.00,0.00,276.00
2024,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1919.00,215.00,67.74,8.05,41.72,0.00,97.49,40.00,1.00,20110.00,9418.00,896.00,2047.00,0.00,7749.00
2024,8,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",738.00,271.00,88.81,13.75,42.57,0.04,125.83,24.00,1.00,23082.00,7463.00,1729.00,2229.00,3.00,11658.00
2024,8,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",153.00,48.00,15.32,0.84,20.86,0.00,10.98,2.00,0.00,2268.00,1144.00,49.00,707.00,0.00,368.00
2024,8,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",238.00,81.00,35.14,0.60,28.73,0.36,16.17,19.00,2.00,5711.00,2180.00,189.00,1705.00,15.00,1622.00
2024,8,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20190.00,2845.00,953.77,160.86,585.50,1.92,1142.95,75.00,37.00,227765.00,103253.00,16387.00,29517.00,143.00,78465.00
2024,8,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1034.00,405.00,73.02,6.68,140.31,0.00,184.99,41.00,1.00,30629.00,5656.00,662.00,7865.00,0.00,16446.00
2024,8,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",54.00,15.00,3.34,3.54,4.43,0.00,3.69,1.00,0.00,923.00,85.00,337.00,140.00,0.00,361.00
2024,8,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",885.00,319.00,70.78,9.97,161.14,2.88,74.23,32.00,1.00,23189.00,4689.00,990.00,10843.00,106.00,6561.00
2024,8,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",199.00,44.00,10.19,3.09,15.41,0.00,15.31,9.00,0.00,4013.00,596.00,146.00,579.00,0.00,2692.00
2024,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",685.00,133.00,102.91,21.90,7.35,0.00,0.85,7.00,0.00,14318.00,9600.00,4306.00,390.00,0.00,22.00
2024,8,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",688.00,171.00,54.78,7.37,46.49,0.00,62.36,17.00,4.00,12516.00,3475.00,1632.00,2222.00,0.00,5187.00
2024,8,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2596.00,468.00,133.16,14.86,100.35,2.62,217.01,46.00,3.00,26942.00,7523.00,1101.00,4468.00,77.00,13773.00
2024,8,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",39.00,6.00,1.95,0.88,1.98,0.00,1.19,0.00,0.00,440.00,137.00,107.00,121.00,0.00,75.00
2024,8,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",103.00,9.00,3.16,1.98,3.20,0.00,0.67,6.00,1.00,647.00,272.00,200.00,115.00,0.00,60.00
2024,7,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1911.00,478.00,104.51,22.10,137.50,0.00,213.88,124.00,13.00,51933.00,15995.00,2013.00,12360.00,0.00,21565.00
2024,7,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",771.00,340.00,96.76,10.65,74.07,0.17,158.35,23.00,7.00,29353.00,7445.00,1488.00,4559.00,14.00,15847.00
2024,7,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",155.00,61.00,11.10,0.23,39.64,0.00,10.03,1.00,0.00,2785.00,524.00,6.00,1725.00,0.00,530.00
2024,7,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",245.00,103.00,45.08,0.72,33.85,0.00,23.34,4.00,3.00,8647.00,3800.00,13.00,1886.00,0.00,2948.00
2024,7,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20679.00,5544.00,1886.58,158.63,1347.12,3.40,2148.28,1508.00,113.00,648300.00,321792.00,13129.00,94682.00,311.00,218386.00
2024,7,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",995.00,423.00,82.87,2.71,155.74,0.00,181.68,53.00,1.00,34285.00,7764.00,192.00,10620.00,0.00,15709.00
2024,7,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",55.00,15.00,3.25,0.00,7.06,0.00,4.69,1.00,0.00,747.00,187.00,0.00,298.00,0.00,262.00
2024,7,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",892.00,403.00,109.79,4.76,174.30,5.76,108.39,38.00,2.00,32443.00,8958.00,541.00,12794.00,280.00,9870.00
2024,7,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",227.00,91.00,23.59,8.81,27.59,0.08,30.93,11.00,2.00,8722.00,2869.00,794.00,1727.00,13.00,3319.00
2024,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",692.00,248.00,155.96,46.43,44.39,1.22,0.00,18.00,7.00,26322.00,17270.00,4968.00,4021.00,63.00,0.00
2024,7,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",658.00,238.00,74.66,5.71,80.84,0.00,76.80,26.00,6.00,20495.00,6198.00,437.00,4943.00,0.00,8917.00
2024,7,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2743.00,913.00,275.84,25.20,227.29,3.16,381.51,13.00,25.00,56132.00,14884.00,2687.00,12718.00,124.00,25719.00
2024,7,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92.00,41.00,14.37,2.04,17.20,0.00,7.40,3.00,2.00,3972.00,1540.00,213.00,1096.00,0.00,1123.00
2024,7,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",49.00,9.00,2.42,0.17,5.38,0.00,1.03,2.00,0.00,997.00,576.00,20.00,309.00,0.00,92.00
2024,6,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61.00,5.00,1.08,0.90,1.44,0.00,1.58,0.00,0.00,418.00,63.00,183.00,105.00,0.00,67.00
2024,6,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62.00,17.00,5.22,0.92,2.15,0.00,8.72,0.00,1.00,1300.00,454.00,47.00,167.00,0.00,632.00
2024,6,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",830.00,287.00,74.77,6.23,134.48,9.64,61.88,16.00,1.00,16830.00,4105.00,539.00,7473.00,398.00,4315.00
2024,6,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",203.00,26.00,8.17,2.25,10.81,0.00,4.77,0.00,0.00,1994.00,513.00,407.00,356.00,0.00,718.00
2024,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",737.00,168.00,119.34,34.27,12.56,1.82,0.00,1.00,0.00,20104.00,15707.00,3516.00,845.00,36.00,0.00
2024,6,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",662.00,178.00,63.27,3.32,34.87,0.00,76.54,5.00,0.00,13910.00,4692.00,476.00,1940.00,0.00,6802.00
2024,6,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2731.00,572.00,187.56,15.83,71.03,4.45,293.13,15.00,1.00,32191.00,9249.00,1246.00,2780.00,151.00,18765.00
2024,6,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",42.00,13.00,7.19,1.46,1.71,0.00,2.64,1.00,0.00,699.00,326.00,59.00,58.00,0.00,256.00
2024,6,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1869.00,207.00,59.50,10.25,45.20,0.00,92.05,3.00,0.00,14118.00,6354.00,536.00,1704.00,0.00,5524.00
2024,6,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",745.00,307.00,96.57,12.31,42.45,0.26,155.41,18.00,0.00,30807.00,8760.00,1650.00,2308.00,35.00,18054.00
2024,6,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150.00,37.00,10.62,0.00,14.02,0.00,12.37,0.00,0.00,1520.00,484.00,0.00,450.00,0.00,586.00
2024,6,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",260.00,71.00,34.10,0.96,19.52,0.00,16.42,7.00,0.00,4829.00,1827.00,312.00,1005.00,0.00,1685.00
2024,6,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20070.00,2719.00,960.23,122.74,538.92,0.71,1096.40,26.00,15.00,205177.00,96930.00,9729.00,25331.00,54.00,73133.00
2024,6,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",973.00,365.00,80.24,2.49,116.73,0.00,165.55,48.00,1.00,25389.00,8272.00,328.00,5266.00,0.00,11523.00
2024,5,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",83.00,31.00,8.05,1.90,9.79,0.00,11.26,3.00,0.00,1978.00,488.00,91.00,648.00,0.00,751.00
2024,5,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",878.00,330.00,81.96,6.44,171.21,4.29,66.11,5.00,3.00,22364.00,5552.00,643.00,10891.00,156.00,5122.00
2024,5,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",131.00,51.00,14.34,1.69,24.20,0.08,10.69,1.00,1.00,3070.00,1075.00,87.00,925.00,2.00,981.00
2024,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",760.00,224.00,138.06,56.32,28.68,0.00,0.94,7.00,0.00,23773.00,15630.00,5585.00,2303.00,0.00,255.00
2024,5,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",637.00,193.00,52.27,9.44,62.80,0.00,68.49,9.00,1.00,14494.00,3671.00,840.00,3208.00,0.00,6775.00
2024,5,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3347.00,873.00,237.94,19.65,190.10,4.47,420.83,16.00,12.00,59086.00,13160.00,1672.00,11092.00,134.00,33028.00
2024,5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",103.00,20.00,6.81,3.85,6.06,0.00,3.28,4.00,2.00,1379.00,304.00,542.00,311.00,0.00,222.00
2024,5,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",176.00,37.00,12.69,2.41,11.93,0.00,9.97,0.00,1.00,2314.00,1111.00,172.00,477.00,0.00,554.00
2024,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1741.00,306.00,63.53,16.51,76.49,0.00,149.47,7.00,7.00,24314.00,4720.00,2197.00,4191.00,0.00,13206.00
2024,5,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",632.00,263.00,75.38,13.24,38.24,0.93,135.21,27.00,1.00,22449.00,5284.00,1729.00,2043.00,44.00,13349.00
2024,5,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",125.00,32.00,6.56,0.82,14.57,0.00,10.05,0.00,0.00,1342.00,431.00,14.00,565.00,0.00,332.00
2024,5,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",306.00,76.00,28.27,0.36,28.50,0.00,18.87,0.00,1.00,5931.00,2240.00,26.00,1904.00,0.00,1761.00
2024,5,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20013.00,3877.00,940.52,165.43,983.51,2.67,1784.87,73.00,53.00,305016.00,92913.00,14946.00,55861.00,94.00,141202.00
2024,5,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1039.00,393.00,71.59,7.24,135.37,0.00,178.80,38.00,1.00,27723.00,5767.00,690.00,7006.00,0.00,14260.00
2024,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2032.00,241.00,60.87,12.49,56.98,0.00,110.66,3.00,1.00,16233.00,5737.00,1528.00,1745.00,0.00,7223.00
2024,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",577.00,174.00,67.47,4.94,29.25,0.17,72.17,4.00,0.00,13170.00,4939.00,457.00,1314.00,13.00,6447.00
2024,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",686.00,125.00,88.82,24.07,11.66,0.45,0.00,6.00,4.00,10801.00,8141.00,2124.00,526.00,10.00,0.00
2024,4,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",938.00,291.00,66.43,3.01,84.62,0.00,136.94,15.00,0.00,24441.00,5033.00,450.00,3683.00,0.00,15275.00
2024,4,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67.00,10.00,3.16,0.15,2.87,0.00,3.82,1.00,0.00,320.00,80.00,11.00,57.00,0.00,172.00
2024,4,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",538.00,110.00,39.55,1.57,40.48,0.00,28.39,1.00,0.00,6034.00,2004.00,106.00,1572.00,0.00,2352.00
2024,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150.00,29.00,13.52,1.00,5.61,0.00,8.86,0.00,0.00,1754.00,861.00,61.00,232.00,0.00,600.00
2024,4,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",133.00,19.00,6.93,0.73,6.13,0.00,5.20,1.00,0.00,890.00,274.00,11.00,130.00,0.00,475.00
2024,4,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",85.00,15.00,5.15,0.00,2.96,0.00,6.88,0.00,0.00,524.00,213.00,0.00,77.00,0.00,234.00
2024,4,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",266.00,68.00,31.18,1.78,17.83,0.00,17.21,2.00,0.00,5752.00,2624.00,483.00,1286.00,0.00,1359.00
2024,4,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",839.00,170.00,47.70,2.58,82.88,3.63,33.22,2.00,0.00,10580.00,3693.00,193.00,4492.00,123.00,2079.00
2024,4,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",196.00,49.00,16.34,2.85,14.62,0.87,14.32,0.00,0.00,2323.00,622.00,219.00,476.00,56.00,950.00
2024,4,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3239.00,538.00,163.30,8.98,98.75,4.94,262.03,15.00,2.00,29066.00,8203.00,748.00,3490.00,186.00,16439.00
2024,4,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18798.00,2448.00,776.79,56.14,588.24,4.35,1022.48,12.00,14.00,174175.00,78918.00,5405.00,20151.00,322.00,69379.00
2024,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2153.00,235.00,58.14,5.33,68.91,0.00,102.61,0.00,0.00,14986.00,5929.00,697.00,2016.00,0.00,6344.00
2024,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",598.00,193.00,68.41,6.70,31.51,2.66,83.72,12.00,0.00,15355.00,4810.00,533.00,1594.00,65.00,8353.00
2024,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61.00,16.00,1.95,1.15,9.60,0.00,3.30,0.00,0.00,494.00,49.00,47.00,280.00,0.00,118.00
2024,3,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",884.00,277.00,83.07,5.80,130.08,7.92,50.14,18.00,0.00,18281.00,5519.00,483.00,7822.00,329.00,4128.00
2024,3,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3196.00,596.00,155.09,5.26,129.21,1.55,304.90,19.00,1.00,33255.00,9254.00,291.00,5021.00,117.00,18572.00
2024,3,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",858.00,251.00,60.60,1.99,55.21,0.00,133.19,23.00,0.00,22445.00,6090.00,1068.00,2662.00,0.00,12625.00
2024,3,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",76.00,18.00,8.65,0.00,3.89,0.00,5.47,0.00,0.00,831.00,407.00,0.00,161.00,0.00,263.00
2024,3,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",244.00,78.00,44.51,0.65,9.02,0.00,23.81,2.00,0.00,7113.00,4360.00,70.00,539.00,0.00,2144.00
2024,3,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",147.00,27.00,9.15,0.18,5.35,1.07,11.25,0.00,0.00,1191.00,517.00,4.00,147.00,22.00,501.00
2024,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",719.00,143.00,94.09,31.87,16.81,0.24,0.00,7.00,1.00,12844.00,9761.00,2222.00,856.00,5.00,0.00
2024,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18810.00,2660.00,844.69,66.62,668.21,1.76,1078.72,10.00,7.00,193261.00,90519.00,6505.00,28029.00,131.00,68077.00
2024,3,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",553.00,92.00,35.75,1.64,22.24,0.00,32.37,0.00,1.00,4535.00,1695.00,54.00,822.00,0.00,1964.00
2024,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56.00,10.00,3.10,1.00,1.00,0.00,4.90,0.00,0.00,1154.00,238.00,51.00,15.00,0.00,850.00
2024,3,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",154.00,11.00,2.01,0.71,6.04,0.00,2.24,0.00,0.00,519.00,52.00,20.00,157.00,0.00,290.00
2024,2,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1991.00,190.00,60.62,9.31,58.38,0.00,61.69,2.00,1.00,13482.00,6783.00,645.00,1971.00,0.00,4083.00
2024,2,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",551.00,136.00,50.01,2.71,30.97,0.14,52.16,0.00,0.00,9448.00,4274.00,312.00,1002.00,9.00,3851.00
2024,2,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16167.00,1428.00,538.73,43.74,441.68,4.70,399.15,9.00,13.00,93266.00,49776.00,5218.00,14575.00,344.00,23353.00
2024,2,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62.00,4.00,1.71,0.00,2.29,0.00,0.00,0.00,1.00,272.00,96.00,0.00,176.00,0.00,0.00
2024,2,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",846.00,225.00,51.00,1.03,100.87,7.47,64.63,4.00,1.00,13281.00,3138.00,65.00,5107.00,303.00,4668.00
2024,2,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",144.00,20.00,8.01,0.62,4.55,0.20,6.62,0.00,0.00,900.00,345.00,42.00,154.00,6.00,353.00
2024,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",726.00,135.00,87.27,29.90,15.04,2.79,0.00,4.00,0.00,13817.00,9116.00,3688.00,946.00,67.00,0.00
2024,2,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",542.00,75.00,32.38,0.87,16.50,0.00,25.26,2.00,0.00,4980.00,1696.00,192.00,833.00,0.00,2259.00
2024,2,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",128.00,5.00,1.16,0.00,2.09,0.00,1.76,0.00,0.00,187.00,38.00,0.00,69.00,0.00,80.00
2024,2,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58.00,8.00,0.94,0.00,4.57,0.00,2.48,0.00,1.00,240.00,17.00,0.00,142.00,0.00,81.00
2024,2,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",240.00,52.00,25.80,1.38,14.59,0.00,10.23,3.00,1.00,4104.00,2423.00,91.00,638.00,0.00,952.00
2024,2,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",729.00,177.00,42.93,3.17,54.38,0.00,76.52,1.00,0.00,13016.00,2833.00,367.00,2207.00,0.00,7609.00
2024,2,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2618.00,349.00,108.95,1.52,75.76,1.94,160.83,6.00,0.00,15632.00,5474.00,114.00,2506.00,71.00,7467.00
2024,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",24.00,5.00,1.99,1.00,1.16,0.00,0.84,0.00,0.00,275.00,123.00,42.00,34.00,0.00,76.00
2024,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2511.00,621.00,120.86,28.26,158.02,0.00,313.87,68.00,12.00,62759.00,14782.00,4772.00,7585.00,0.00,35620.00
2024,1,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",547.00,200.00,62.97,9.49,38.16,0.78,88.61,4.00,0.00,13160.00,3723.00,912.00,1624.00,25.00,6876.00
2024,1,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",530.00,104.00,39.48,5.73,21.00,0.00,37.79,30.00,3.00,8742.00,2715.00,1245.00,1283.00,0.00,3499.00
2024,1,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",67.00,14.00,3.45,0.00,1.74,0.00,8.81,16.00,0.00,554.00,104.00,0.00,47.00,0.00,403.00
2024,1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200.00,48.00,11.95,4.85,12.71,0.82,17.67,6.00,0.00,4005.00,664.00,582.00,722.00,14.00,2023.00
2024,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",805.00,263.00,154.13,71.41,36.00,1.46,0.00,22.00,1.00,32424.00,19690.00,9983.00,2673.00,78.00,0.00
2024,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",46.00,10.00,5.55,0.00,3.00,0.00,1.45,0.00,0.00,1530.00,319.00,0.00,80.00,0.00,1131.00
2024,1,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",132.00,30.00,5.82,0.77,15.10,0.00,8.31,4.00,0.00,1854.00,567.00,114.00,660.00,0.00,513.00
2024,1,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",271.00,81.00,33.41,3.58,23.94,0.00,20.07,1.00,0.00,5914.00,2493.00,425.00,1268.00,0.00,1728.00
2024,1,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",743.00,262.00,57.09,1.04,89.02,0.00,114.85,12.00,2.00,22412.00,5248.00,40.00,4255.00,0.00,12869.00
